enabled, mode, speed, route, path/tool, filename, post, options, opt_cmd
on, cmd, fast, abis, tools/grabABI, README,                 n, @th
on, cmd, fast, abis, tools/grabABI, help,                   n, @h
on, cmd, fast, abis, tools/grabABI, help_long,              n, help

on, both, fast, abis, tools/grabABI, invalid_1,             y, addrs = 0x00001
on, both, fast, abis, tools/grabABI, not_a_contract,        y, addrs = 0xf1aa581f353005ba3765b81bf52d6b1c488c2101

on, cmd,  fast, abis, tools/grabABI, invalid_option,        y, addrs = 0xbb9bc244d798123fde783fcc1c72d3bb8c189413 @ vne
on, both, fast, abis, tools/grabABI, no_abi1,               y, addrs = 0x1728039ce0d18a799c081c5c7fa2090dd365a8d0
on, both, fast, abis, tools/grabABI, no_abi2,               y, addrs = 0x1728039ce0d18a799c081c5c7fa2090dd365a8d0 & raw

on, both, fast, abis, tools/grabABI, const,                 y, addrs = 0xbb9bc244d798123fde783fcc1c72d3bb8c189413 & addr
on, both, fast, abis, tools/grabABI, verbose1,              y, addrs = 0xbb9bc244d798123fde783fcc1c72d3bb8c189413 & verbose & raw

on, both, fast, abis, tools/grabABI, known_alone,           y, known & addr
on, both, fast, abis, tools/grabABI, known_with,            y, addrs = 0xfb6916095ca1df60bb79ce92ce3ea74c37c5d359 & known

on, both, fast, abis, tools/grabABI, underbar_functions,    y, addrs = 0xdac17f958d2ee523a2206206994597c13d831ec7 & addr
on, both, fast, abis, tools/grabABI, output_test,           n, addrs = 0xdac17f958d2ee523a2206206994597c13d831ec7 & raw & output = testing_file

on, both, fast, abis, tools/grabABI, known_bug1,            y, addrs = 0xe94327d07fc17907b4db788e5adf2ed424addff6 & fmt = json
on, both, fast, abis, tools/grabABI, known_bug1_raw,        y, addrs = 0xe94327d07fc17907b4db788e5adf2ed424addff6 & raw & fmt = json

on, both, fast, abis, tools/grabABI, known_bug2,            y, addrs = 0xef638b4305b8a1620f4e0e562e127f1181ae16d2 & fmt = json
on, both, fast, abis, tools/grabABI, known_bug2_raw,        y, addrs = 0xef638b4305b8a1620f4e0e562e127f1181ae16d2 & raw & fmt = json

on, cmd,  fast, abis, tools/grabABI, fromSolidity,          y, sol & addrs = 0x2234567812345678123456781234567812345678
#on, cmd,  fast, abis, tools/grabABI, fromSolidity2,         y, sol & addrs = 0x7d655c57f71464b6f83811c55d84009cd9f5221c & fmt = json
on, both, fast, abis, tools/grabABI, fmt_newfields,         y, addrs = 0xffa93aacf49297d51e211817452839052fdfb961

on, both, fast, abis, tools/grabABI, fmt_default,           y, addrs = 0xe94327d07fc17907b4db788e5adf2ed424addff6
on, both, fast, abis, tools/grabABI, fmt_txt,               n, addrs = 0xe94327d07fc17907b4db788e5adf2ed424addff6 & fmt = txt
on, both, fast, abis, tools/grabABI, fmt_csv,               n, addrs = 0xe94327d07fc17907b4db788e5adf2ed424addff6 & fmt = csv & no_header
on, both, fast, abis, tools/grabABI, fmt_api,               y, addrs = 0xe94327d07fc17907b4db788e5adf2ed424addff6 & fmt = api
on, both, fast, abis, tools/grabABI, fmt_json,              y, addrs = 0xe94327d07fc17907b4db788e5adf2ed424addff6 & fmt = json
on, cmd, fast, abis, tools/grabABI, fmt_junk,              y, addrs = 0xe94327d07fc17907b4db788e5adf2ed424addff6 & fmt = junk

on, both, fast, abis, tools/grabABI, findSig,               y, find = 0xa6f9dae1
#on, cmd,  fast, abis, tools/grabABI, rm_generation,        n, RMFILE -f generated/*
#on, cmd,  fast, abis, tools/grabABI, rm_generation2,       n, RMFILE -f generated/classDefinitions/*
on, cmd,  fast, abis, tools/grabABI, generation,            n, addrs = 0xbb9bc244d798123fde783fcc1c72d3bb8c189413 & verbose = 10 & generate

# 13660,tools,abis,grabABI,addrs,,,TRUE,FALSE,TRUE,TRUE,,positional,list<addr>,list of one or more smart contracts whose ABI to grab from EtherScan
# 13680,tools,abis,grabABI,canonical,c,,FALSE,FALSE,TRUE,TRUE,local,switch,<boolean>,convert all types to their canonical represenation and remove all spaces from display
# 13700,tools,abis,grabABI,generate,g,,FALSE,FALSE,TRUE,TRUE,y es,switch,<boolean>,generate C++ code into the current folder for all functions and events found in the ABI
# 13840,tools,abis,grabABI,known,k,,FALSE,FALSE,FALSE,FALSE,local,switch,<boolean>,load common 'known' ABIs from cache
# 13880,tools,abis,grabABI,,,,FALSE,FALSE,TRUE,TRUE,na,description,,Fetches the ABI for a smart contract. Optionally generates C++ source code representing that ABI.

 # COption("addrs", "", "list<addr>", OPT_REQUIRED | OPT_POSITIONAL, "list of one or more smart contracts whose ABI to grab from EtherScan"),
 # COption("canonical", "c", "", OPT_SWITCH, "convert all types to their canonical represenation and remove all spaces from display"),
 # COption("generate", "g", "", OPT_SWITCH, "generate C++ code into the current folder for all functions and events found in the ABI"),
 # COption("known", "k", "", OPT_HIDDEN | OPT_SWITCH, "load common 'known' ABIs from cache"),
 # COption("", "", "", OPT_DESCRIPTION, "Fetches the ABI for a smart contract. Optionally generates C++ source code representing that ABI."),
 
